dataset,stage,arm,k,success_count,complexes,sr_pct,learned_model_evaluations_per_complex
posebusters,refined,s10_n100,99,295,308,95.77922077922078,990
posebusters,refined,s10_n100,100,295,308,95.77922077922078,1000
posebusters,raw,s25_n40,1,85,308,27.5974025974026,25
posebusters,raw,s25_n40,2,131,308,42.532467532467535,50
posebusters,raw,s25_n40,3,160,308,51.94805194805195,75
posebusters,raw,s25_n40,4,176,308,57.142857142857146,100
posebusters,raw,s25_n40,5,200,308,64.93506493506493,125
posebusters,raw,s25_n40,6,221,308,71.75324675324676,150
posebusters,raw,s25_n40,7,232,308,75.32467532467533,175
posebusters,raw,s25_n40,8,242,308,78.57142857142857,200
posebusters,raw,s25_n40,9,249,308,80.84415584415585,225
posebusters,raw,s25_n40,10,252,308,81.81818181818181,250
posebusters,raw,s25_n40,11,254,308,82.46753246753246,275
posebusters,raw,s25_n40,12,257,308,83.44155844155844,300
posebusters,raw,s25_n40,13,260,308,84.41558441558442,325
posebusters,raw,s25_n40,14,263,308,85.3896103896104,350
posebusters,raw,s25_n40,15,264,308,85.71428571428571,375
posebusters,raw,s25_n40,16,265,308,86.03896103896103,400
posebusters,raw,s25_n40,17,268,308,87.01298701298701,425
posebusters,raw,s25_n40,18,268,308,87.01298701298701,450
posebusters,raw,s25_n40,19,271,308,87.98701298701299,475
posebusters,raw,s25_n40,20,271,308,87.98701298701299,500
posebusters,raw,s25_n40,21,272,308,88.31168831168831,525
posebusters,raw,s25_n40,22,273,308,88.63636363636364,550
posebusters,raw,s25_n40,23,276,308,89.6103896103896,575
posebusters,raw,s25_n40,24,276,308,89.6103896103896,600
posebusters,raw,s25_n40,25,277,308,89.93506493506493,625
posebusters,raw,s25_n40,26,277,308,89.93506493506493,650
posebusters,raw,s25_n40,27,277,308,89.93506493506493,675
posebusters,raw,s25_n40,28,278,308,90.25974025974025,700
posebusters,raw,s25_n40,29,278,308,90.25974025974025,725
posebusters,raw,s25_n40,30,279,308,90.58441558441558,750
posebusters,raw,s25_n40,31,280,308,90.9090909090909,775
posebusters,raw,s25_n40,32,280,308,90.9090909090909,800
posebusters,raw,s25_n40,33,281,308,91.23376623376623,825
posebusters,raw,s25_n40,34,282,308,91.55844155844156,850
posebusters,raw,s25_n40,35,282,308,91.55844155844156,875
posebusters,raw,s25_n40,36,282,308,91.55844155844156,900
posebusters,raw,s25_n40,37,282,308,91.55844155844156,925
posebusters,raw,s25_n40,38,284,308,92.20779220779221,950
posebusters,raw,s25_n40,39,285,308,92.53246753246754,975
posebusters,raw,s25_n40,40,285,308,92.53246753246754,1000
posebusters,refined,s25_n40,1,94,308,30.51948051948052,25
posebusters,refined,s25_n40,2,142,308,46.103896103896105,50
posebusters,refined,s25_n40,3,170,308,55.1948051948052,75
posebusters,refined,s25_n40,4,189,308,61.36363636363637,100
posebusters,refined,s25_n40,5,212,308,68.83116883116882,125
posebusters,refined,s25_n40,6,228,308,74.02597402597402,150
posebusters,refined,s25_n40,7,240,308,77.92207792207792,175
posebusters,refined,s25_n40,8,248,308,80.51948051948052,200
posebusters,refined,s25_n40,9,251,308,81.49350649350649,225
posebusters,refined,s25_n40,10,255,308,82.79220779220779,250
posebusters,refined,s25_n40,11,256,308,83.11688311688312,275
posebusters,refined,s25_n40,12,260,308,84.41558441558442,300
posebusters,refined,s25_n40,13,262,308,85.06493506493507,325
posebusters,refined,s25_n40,14,265,308,86.03896103896103,350
posebusters,refined,s25_n40,15,267,308,86.68831168831169,375
posebusters,refined,s25_n40,16,268,308,87.01298701298701,400
posebusters,refined,s25_n40,17,271,308,87.98701298701299,425
posebusters,refined,s25_n40,18,271,308,87.98701298701299,450
posebusters,refined,s25_n40,19,274,308,88.96103896103897,475
posebusters,refined,s25_n40,20,275,308,89.28571428571429,500
posebusters,refined,s25_n40,21,276,308,89.6103896103896,525
posebusters,refined,s25_n40,22,277,308,89.93506493506493,550
posebusters,refined,s25_n40,23,277,308,89.93506493506493,575
posebusters,refined,s25_n40,24,277,308,89.93506493506493,600
posebusters,refined,s25_n40,25,279,308,90.58441558441558,625
posebusters,refined,s25_n40,26,279,308,90.58441558441558,650
posebusters,refined,s25_n40,27,279,308,90.58441558441558,675
posebusters,refined,s25_n40,28,280,308,90.9090909090909,700
posebusters,refined,s25_n40,29,281,308,91.23376623376623,725
posebusters,refined,s25_n40,30,282,308,91.55844155844156,750
posebusters,refined,s25_n40,31,282,308,91.55844155844156,775
posebusters,refined,s25_n40,32,282,308,91.55844155844156,800
posebusters,refined,s25_n40,33,283,308,91.88311688311688,825
posebusters,refined,s25_n40,34,284,308,92.20779220779221,850
posebusters,refined,s25_n40,35,284,308,92.20779220779221,875
posebusters,refined,s25_n40,36,284,308,92.20779220779221,900
posebusters,refined,s25_n40,37,284,308,92.20779220779221,925
posebusters,refined,s25_n40,38,286,308,92.85714285714286,950
posebusters,refined,s25_n40,39,287,308,93.18181818181819,975
posebusters,refined,s25_n40,40,287,308,93.18181818181819,1000
